session_date,symbol,trades,gross_pnl_dollars,gross_points,avg_trade_dollars,win_rate_pct,exit_month_et,cumulative_pnl_dollars
2025-09-24,MYM,1,-377.9017857142935,-151.1607142857174,-377.9017857142935,0.0,2025-09,-377.9017857142935
2025-09-30,MES,2,368.75,14.75,184.375,50.0,2025-09,368.75
2025-09-30,MGC,2,550.0,11.0,275.0,50.0,2025-09,550.0
2025-09-30,MYM,2,200.0,80.0,100.0,50.0,2025-09,-177.9017857142935
2025-10-01,MES,2,281.25,11.25,140.625,50.0,2025-10,650.0
2025-10-02,MES,1,-250.0,-10.0,-250.0,0.0,2025-10,400.0
2025-10-02,MGC,1,-192.49999999999545,-3.849999999999909,-192.49999999999545,0.0,2025-10,357.50000000000455
2025-10-02,MYM,2,1160.0,464.0,580.0,100.0,2025-10,982.0982142857065
2025-10-05,MGC,2,45.46428571427441,0.9092857142854882,22.732142857137205,50.0,2025-10,402.96428571427896
2025-10-07,MGC,2,1820.0000000000273,36.400000000000546,910.0000000000136,100.0,2025-10,2222.9642857143062
2025-10-09,MES,2,1374.5982142856974,54.983928571427896,687.2991071428487,100.0,2025-10,1774.5982142856974
2025-10-09,MYM,2,565.625,226.25,282.8125,100.0,2025-10,1547.7232142857065
2025-10-09,NQ,2,2372.7500000000146,237.27500000000146,1186.3750000000073,100.0,2025-10,2372.7500000000146
2025-10-12,MGC,3,136.9107142857274,2.738214285714548,45.636904761909136,33.33333333333333,2025-10,2359.8750000000337
2025-10-13,MYM,2,217.5,87.0,108.75,50.0,2025-10,1765.2232142857065
2025-10-14,MGC,2,354.9999999999727,7.099999999999454,177.49999999998636,50.0,2025-10,2714.8750000000064
2025-10-15,MES,1,-431.25,-17.25,-431.25,0.0,2025-10,1343.3482142856974
2025-10-15,MYM,2,-414.375,-165.75,-207.1875,0.0,2025-10,1350.8482142857065
2025-10-15,NQ,1,-897.5,-89.75,-897.5,0.0,2025-10,1475.2500000000146
2025-10-16,MES,2,300.0,12.0,150.0,50.0,2025-10,1643.3482142856974
2025-10-16,MYM,2,232.5,93.0,116.25,50.0,2025-10,1583.3482142857065
2025-10-16,NQ,2,575.0,57.5,287.5,50.0,2025-10,2050.2500000000146
2025-10-22,MES,1,-268.75,-10.75,-268.75,0.0,2025-10,1374.5982142856974
2025-10-23,MGC,2,419.9999999999818,8.399999999999636,209.9999999999909,50.0,2025-10,3134.874999999988
2025-10-23,NQ,2,2312.5,231.25,1156.25,100.0,2025-10,4362.750000000015
2025-10-26,MGC,2,4900.0,98.0,2450.0,100.0,2025-10,8034.874999999988
2025-10-26,NQ,2,2552.5,255.25,1276.25,100.0,2025-10,6915.250000000015
2025-10-27,MGC,2,940.0000000000092,18.800000000000185,470.0000000000046,50.0,2025-10,8974.874999999998
2025-10-28,MES,1,-250.0,-10.0,-250.0,0.0,2025-10,1124.5982142856974
2025-10-28,NQ,1,-277.0624999999927,-27.706249999999272,-277.0624999999927,0.0,2025-10,6638.187500000022
2025-10-30,NQ,3,82.82142857144208,8.282142857144208,27.607142857147362,33.33333333333333,2025-10,6721.008928571464
2025-11-04,MES,3,5.9598214285642825,0.2383928571425713,1.986607142854761,33.33333333333333,2025-11,1130.5580357142617
2025-11-05,MGC,2,615.0000000000091,12.300000000000182,307.50000000000455,100.0,2025-11,9589.875000000007
2025-11-05,MYM,2,265.0,106.0,132.5,50.0,2025-11,1848.3482142857065
2025-11-06,MYM,2,1047.5,419.0,523.75,100.0,2025-11,2895.8482142857065
2025-11-06,NQ,2,5177.5,517.75,2588.75,100.0,2025-11,11898.508928571464
2025-11-10,MGC,2,430.0000000000182,8.600000000000364,215.0000000000091,50.0,2025-11,10019.875000000025
2025-11-10,NQ,2,397.5,39.75,198.75,50.0,2025-11,12296.008928571464
2025-11-11,MES,1,-300.0,-12.0,-300.0,0.0,2025-11,830.5580357142617
2025-11-11,MGC,1,-423.57142857144936,-8.471428571428987,-423.57142857144936,0.0,2025-11,9596.303571428576
2025-11-11,MYM,2,957.5,383.0,478.75,100.0,2025-11,3853.3482142857065
2025-11-11,NQ,2,905.0,90.5,452.5,50.0,2025-11,13201.008928571464
2025-11-12,MGC,2,339.9999999999636,6.799999999999272,169.9999999999818,50.0,2025-11,9936.30357142854
2025-11-12,NQ,2,3312.5,331.25,1656.25,100.0,2025-11,16513.508928571464
2025-11-13,MES,1,-306.51785714285325,-12.26071428571413,-306.51785714285325,0.0,2025-11,524.0401785714084
2025-11-13,NQ,2,1132.5,113.25,566.25,50.0,2025-11,17646.008928571464
2025-11-16,MES,2,1187.5,47.5,593.75,100.0,2025-11,1711.5401785714084
2025-11-16,MYM,2,17.23214285713769,6.892857142855064,8.616071428568844,50.0,2025-11,3870.580357142844
2025-11-16,NQ,1,-7.5,-0.75,-7.5,0.0,2025-11,17638.508928571464
2025-11-17,MES,1,-1475.714285714275,-59.02857142857101,-1475.714285714275,0.0,2025-11,235.82589285713334
2025-11-17,MYM,1,-643.589285714279,-257.4357142857116,-643.589285714279,0.0,2025-11,3226.991071428565
2025-11-17,NQ,1,-220.0,-22.0,-220.0,0.0,2025-11,17418.508928571464
2025-11-18,MYM,2,387.5,155.0,193.75,50.0,2025-11,3614.491071428565
2025-11-19,MES,1,-834.4866071428669,-33.379464285714675,-834.4866071428669,0.0,2025-11,-598.6607142857335
2025-11-19,MGC,2,890.0000000000091,17.800000000000182,445.00000000000455,50.0,2025-11,10826.303571428549
2025-11-19,NQ,2,3410.0,341.0,1705.0,100.0,2025-11,20828.508928571464
2025-11-20,MES,2,256.25,10.25,128.125,50.0,2025-11,-342.41071428573355
2025-11-20,MGC,1,-469.821428571413,-9.39642857142826,-469.821428571413,0.0,2025-11,10356.482142857136
2025-11-20,NQ,4,-2206.1428571428405,-220.61428571428405,-551.5357142857101,25.0,2025-11,18622.366071428623
2025-11-25,MES,1,-287.5,-11.5,-287.5,0.0,2025-11,-629.9107142857335
2025-11-25,MGC,2,319.9999999999818,6.399999999999636,159.9999999999909,50.0,2025-11,10676.482142857118
2025-11-26,MGC,1,-167.5000000000182,-3.350000000000364,-167.5000000000182,0.0,2025-11,10508.9821428571
2025-11-30,MGC,1,-591.5892857142808,-11.831785714285616,-591.5892857142808,0.0,2025-11,9917.392857142819
2025-12-01,NQ,2,477.5,47.75,238.75,50.0,2025-12,19099.866071428623
2025-12-03,MES,1,-262.5,-10.5,-262.5,0.0,2025-12,-892.4107142857335
2025-12-03,MYM,2,190.0,76.0,95.0,50.0,2025-12,3804.491071428565
2025-12-04,MES,1,-243.75,-9.75,-243.75,0.0,2025-12,-1136.1607142857335
2025-12-04,MGC,4,675.0,13.5,168.75,50.0,2025-12,10592.392857142819
2025-12-04,NQ,1,-265.0,-26.5,-265.0,0.0,2025-12,18834.866071428623
2025-12-07,NQ,2,7.5,0.75,3.75,50.0,2025-12,18842.366071428623
2025-12-09,NQ,2,267.5,26.75,133.75,50.0,2025-12,19109.866071428623
2025-12-10,MYM,2,2450.0,980.0,1225.0,100.0,2025-12,6254.491071428565
2025-12-11,MGC,2,365.0000000000091,7.300000000000182,182.50000000000455,50.0,2025-12,10957.392857142828
2025-12-14,MGC,2,-429.53571428570285,-8.590714285714057,-214.76785714285143,0.0,2025-12,10527.857142857125
2025-12-14,MYM,1,-234.375,-93.75,-234.375,0.0,2025-12,6020.116071428565
2025-12-14,NQ,2,890.0,89.0,445.0,100.0,2025-12,19999.866071428623
2025-12-15,MES,1,-256.25,-10.25,-256.25,0.0,2025-12,-1392.4107142857335
2025-12-15,NQ,1,-397.5,-39.75,-397.5,0.0,2025-12,19602.366071428623
2025-12-16,MES,2,300.0,12.0,150.0,50.0,2025-12,-1092.4107142857335
2025-12-16,NQ,1,987.5,98.75,987.5,100.0,2025-12,20589.866071428623
2025-12-21,MGC,2,204.99999999997272,4.099999999999454,102.49999999998636,50.0,2025-12,10732.857142857098
2025-12-21,MYM,2,802.5,321.0,401.25,100.0,2025-12,6822.616071428565
2025-12-21,NQ,2,247.5,24.75,123.75,50.0,2025-12,20837.366071428623
2025-12-22,MGC,1,-333.05357142858156,-6.661071428571631,-333.05357142858156,0.0,2025-12,10399.803571428516
2025-12-30,MGC,1,-355.33928571430806,-7.106785714286161,-355.33928571430806,0.0,2025-12,10044.464285714208
2026-01-01,MES,2,275.0,11.0,137.5,50.0,2026-01,-817.4107142857335
2026-01-01,MGC,3,1426.5535714286216,28.53107142857243,475.5178571428739,66.66666666666666,2026-01,11471.01785714283
2026-01-01,MYM,3,20.625,8.25,6.875,33.33333333333333,2026-01,6843.241071428565
2026-01-01,NQ,2,287.5,28.75,143.75,50.0,2026-01,21124.866071428623
2026-01-04,MES,2,1312.5,52.5,656.25,100.0,2026-01,495.08928571426645
2026-01-05,MGC,1,-252.87499999999457,-5.057499999999891,-252.87499999999457,0.0,2026-01,11218.142857142833
2026-01-08,MGC,2,2584.999999999991,51.69999999999982,1292.4999999999955,100.0,2026-01,13803.142857142826
2026-01-12,MYM,1,-201.875,-80.75,-201.875,0.0,2026-01,6641.366071428565
2026-01-12,NQ,2,7.5,0.75,3.75,50.0,2026-01,21132.366071428623
2026-01-14,MES,2,1268.75,50.75,634.375,100.0,2026-01,1763.8392857142665
2026-01-14,MYM,2,190.0,76.0,95.0,50.0,2026-01,6831.366071428565
2026-01-15,MES,1,-243.75,-9.75,-243.75,0.0,2026-01,1520.0892857142665
2026-01-15,MGC,1,-270.9285714286125,-5.41857142857225,-270.9285714286125,0.0,2026-01,13532.214285714213
2026-01-15,NQ,2,270.0,27.0,135.0,50.0,2026-01,21402.366071428623
2026-01-18,NQ,3,290.8571428571304,29.08571428571304,96.9523809523768,33.33333333333333,2026-01,21693.223214285754
2026-01-19,MES,4,1018.75,40.75,254.6875,75.0,2026-01,2538.839285714266
2026-01-19,MGC,2,-649.1071428571104,-12.982142857142208,-324.5535714285552,0.0,2026-01,12883.107142857101
2026-01-19,MYM,3,33.125,13.25,11.041666666666666,33.33333333333333,2026-01,6864.491071428565
2026-01-19,NQ,4,1255.0,125.5,313.75,75.0,2026-01,22948.223214285754
2026-01-20,MES,2,325.0,13.0,162.5,50.0,2026-01,2863.839285714266
2026-01-20,MGC,2,879.9999999999727,17.599999999999454,439.99999999998636,50.0,2026-01,13763.107142857076
2026-01-21,MGC,2,-1000.2500000000509,-20.00500000000102,-500.12500000002547,0.0,2026-01,12762.857142857025
2026-01-25,MGC,2,-390.0000000000091,-7.800000000000182,-195.00000000000455,0.0,2026-01,12372.857142857014
2026-01-25,NQ,2,280.0,28.0,140.0,50.0,2026-01,23228.223214285754
2026-01-26,MES,1,-243.75,-9.75,-243.75,0.0,2026-01,2620.089285714266
2026-01-26,MGC,2,679.9999999999727,13.599999999999454,339.99999999998636,50.0,2026-01,13052.857142856989
2026-01-26,MYM,1,-189.375,-75.75,-189.375,0.0,2026-01,6675.116071428565
2026-01-26,NQ,3,-10.0,-1.0,-3.3333333333333335,33.33333333333333,2026-01,23218.223214285754
2026-01-27,MES,2,268.75,10.75,134.375,50.0,2026-01,2888.839285714266
2026-01-27,MGC,2,369.9999999999818,7.399999999999636,184.9999999999909,50.0,2026-01,13422.85714285697
2026-01-27,MYM,1,82.5,33.0,82.5,100.0,2026-01,6757.616071428565
2026-01-27,NQ,2,662.5,66.25,331.25,50.0,2026-01,23880.723214285754
2026-01-28,MES,1,-250.0,-10.0,-250.0,0.0,2026-01,2638.839285714266
2026-01-28,NQ,2,275.0,27.5,137.5,50.0,2026-01,24155.723214285754
2026-01-29,MYM,2,217.5,87.0,108.75,50.0,2026-01,6975.116071428565
2026-02-01,MES,1,-375.0,-15.0,-375.0,0.0,2026-02,2263.839285714266
2026-02-01,MGC,2,7090.000000000009,141.80000000000018,3545.0000000000045,100.0,2026-02,20512.857142856978
2026-02-01,MYM,2,187.5,75.0,93.75,50.0,2026-02,7162.616071428565
2026-02-02,MYM,1,-196.875,-78.75,-196.875,0.0,2026-02,6965.741071428565
2026-02-02,NQ,1,-337.5,-33.75,-337.5,0.0,2026-02,23818.223214285754
2026-02-03,MGC,2,1369.9999999999818,27.399999999999636,684.9999999999909,50.0,2026-02,21882.85714285696
2026-02-03,MYM,2,185.0,74.0,92.5,50.0,2026-02,7150.741071428565
2026-02-03,NQ,2,2805.0,280.5,1402.5,100.0,2026-02,26623.223214285754
2026-02-04,MES,1,-524.2857142857247,-20.971428571428987,-524.2857142857247,0.0,2026-02,1739.5535714285418
2026-02-04,MGC,2,1875.0,37.5,937.5,50.0,2026-02,23757.85714285696
2026-02-04,MYM,1,-221.875,-88.75,-221.875,0.0,2026-02,6928.866071428565
2026-02-04,NQ,3,5921.95535714287,592.195535714287,1973.9851190476231,66.66666666666666,2026-02,32545.178571428623
2026-02-09,MES,2,293.75,11.75,146.875,50.0,2026-02,2033.3035714285418
2026-02-09,MGC,1,-279.55357142855064,-5.591071428571013,-279.55357142855064,0.0,2026-02,23478.30357142841
2026-02-09,MYM,1,-191.875,-76.75,-191.875,0.0,2026-02,6736.991071428565
2026-02-10,NQ,2,255.0,25.5,127.5,50.0,2026-02,32800.17857142862
2026-02-11,MES,1,-250.0,-10.0,-250.0,0.0,2026-02,1783.3035714285418
2026-02-11,MYM,1,-176.875,-70.75,-176.875,0.0,2026-02,6560.116071428565
2026-02-11,NQ,2,1125.0,112.5,562.5,100.0,2026-02,33925.17857142862
2026-02-12,MES,2,850.0,34.0,425.0,100.0,2026-02,2633.3035714285415
2026-02-15,MES,1,-243.75,-9.75,-243.75,0.0,2026-02,2389.5535714285415
2026-02-15,MGC,2,600.0,12.0,300.0,50.0,2026-02,24078.30357142841
2026-02-16,MGC,2,-964.5892857143281,-19.29178571428656,-482.29464285716404,0.0,2026-02,23113.714285714083
2026-02-18,MES,4,343.75,13.75,85.9375,50.0,2026-02,2733.3035714285415
2026-02-18,MYM,2,227.5,91.0,113.75,50.0,2026-02,6787.616071428565
2026-02-18,NQ,2,482.5,48.25,241.25,50.0,2026-02,34407.67857142862
2026-02-22,MES,1,-281.25,-11.25,-281.25,0.0,2026-02,2452.0535714285415
2026-02-22,MYM,1,125.0,50.0,125.0,100.0,2026-02,6912.616071428565
2026-02-22,NQ,3,2315.0,231.5,771.6666666666666,66.66666666666666,2026-02,36722.67857142862
2026-02-23,MES,2,262.5,10.5,131.25,50.0,2026-02,2714.5535714285415
2026-02-23,NQ,2,420.0,42.0,210.0,50.0,2026-02,37142.67857142862
2026-02-24,NQ,2,3170.0,317.0,1585.0,100.0,2026-02,40312.67857142862
2026-02-25,NQ,2,-498.4375,-49.84375,-249.21875,0.0,2026-02,39814.24107142862
2026-02-26,MYM,1,-311.00000000000364,-124.40000000000146,-311.00000000000364,0.0,2026-02,6601.616071428562
2026-03-01,MES,2,331.25,13.25,165.625,50.0,2026-03,3045.8035714285415
2026-03-01,MYM,2,187.5,75.0,93.75,50.0,2026-03,6789.116071428562
2026-03-01,NQ,2,337.5,33.75,168.75,50.0,2026-03,40151.74107142862
2026-03-02,MES,2,293.75,11.75,146.875,50.0,2026-03,3339.5535714285415
2026-03-02,MYM,2,245.0,98.0,122.5,50.0,2026-03,7034.116071428562
2026-03-02,NQ,2,460.0,46.0,230.0,50.0,2026-03,40611.74107142862
2026-03-04,MGC,3,-505.12500000004366,-10.102500000000873,-168.37500000001455,33.33333333333333,2026-03,22608.58928571404
2026-03-04,MYM,3,1361.1428571428405,544.4571428571362,453.71428571428015,66.66666666666666,2026-03,8395.258928571402
2026-03-05,MES,1,-337.5,-13.5,-337.5,0.0,2026-03,3002.0535714285415
2026-03-05,MGC,2,1194.9999999999818,23.899999999999636,597.4999999999909,50.0,2026-03,23803.58928571402
2026-03-05,MYM,1,-186.875,-74.75,-186.875,0.0,2026-03,8208.383928571402
2026-03-05,NQ,1,-439.13392857142753,-43.91339285714275,-439.13392857142753,0.0,2026-03,40172.607142857196
2026-03-10,MES,3,393.75,15.75,131.25,66.66666666666666,2026-03,3395.8035714285415
2026-03-10,MYM,3,-300.2053571428587,-120.08214285714348,-100.0684523809529,33.33333333333333,2026-03,7908.178571428543
2026-03-11,MES,3,889.2410714285688,35.56964285714275,296.41369047618963,66.66666666666666,2026-03,4285.04464285711
2026-03-11,MGC,5,4012.321428571522,80.24642857143044,802.4642857143044,80.0,2026-03,27815.910714285543
2026-03-11,NQ,1,752.5,75.25,752.5,100.0,2026-03,40925.107142857196
2026-03-12,MES,3,-25.0,-1.0,-8.333333333333334,33.33333333333333,2026-03,4260.04464285711
2026-03-12,MGC,5,5586.589285714263,111.73178571428525,1117.3178571428525,80.0,2026-03,33402.4999999998
2026-03-12,MYM,2,222.5,89.0,111.25,50.0,2026-03,8130.678571428543
2026-03-12,NQ,3,-93.56250000000728,-9.356250000000728,-31.187500000002427,33.33333333333333,2026-03,40831.54464285719
2026-03-15,MES,1,-268.75,-10.75,-268.75,0.0,2026-03,3991.2946428571104
2026-03-15,MGC,1,-496.3928571428369,-9.927857142856736,-496.3928571428369,0.0,2026-03,32906.10714285697
2026-03-16,MES,1,-256.1383928571331,-10.245535714285325,-256.1383928571331,0.0,2026-03,3735.1562499999773
2026-03-16,MYM,1,-224.375,-89.75,-224.375,0.0,2026-03,7906.303571428543
2026-03-16,NQ,1,-444.9017857142826,-44.49017857142826,-444.9017857142826,0.0,2026-03,40386.642857142906
2026-03-17,MES,3,1146.4955357142799,45.859821428571195,382.1651785714266,66.66666666666666,2026-03,4881.651785714257
2026-03-17,MGC,3,1970.0714285714182,39.40142857142837,656.6904761904727,66.66666666666666,2026-03,34876.17857142838
2026-03-17,MYM,2,1647.5,659.0,823.75,100.0,2026-03,9553.803571428543
2026-03-17,NQ,3,1071.8482142856737,107.18482142856736,357.2827380952246,66.66666666666666,2026-03,41458.49107142858
2026-03-18,MES,2,325.0,13.0,162.5,50.0,2026-03,5206.651785714257
2026-03-18,MGC,2,9470.000000000027,189.40000000000055,4735.000000000014,100.0,2026-03,44346.17857142841
2026-03-18,MYM,3,-244.12500000000364,-97.65000000000146,-81.37500000000121,33.33333333333333,2026-03,9309.67857142854
2026-03-18,NQ,2,-1628.258928571413,-162.8258928571413,-814.1294642857065,0.0,2026-03,39830.23214285717
2026-03-19,MGC,1,-1196.7678571428678,-23.935357142857356,-1196.7678571428678,0.0,2026-03,43149.41071428554
2026-03-19,NQ,3,471.2232142857101,47.12232142857101,157.07440476190337,66.66666666666666,2026-03,40301.45535714288
2026-03-22,MES,2,412.5,16.5,206.25,50.0,2026-03,5619.151785714257
2026-03-22,MYM,2,260.0,104.0,130.0,50.0,2026-03,9569.67857142854
2026-03-22,NQ,2,19.669642857152212,1.9669642857152212,9.834821428576106,50.0,2026-03,40321.12500000003
2026-03-25,MES,3,-231.11607142857338,-9.244642857142935,-77.03869047619112,33.33333333333333,2026-03,5388.035714285684
2026-03-25,MGC,1,-837.0357142857301,-16.740714285714603,-837.0357142857301,0.0,2026-03,42312.37499999981
2026-03-25,MYM,1,-189.375,-75.75,-189.375,0.0,2026-03,9380.30357142854
2026-03-25,NQ,4,5565.0,556.5,1391.25,75.0,2026-03,45886.12500000003
2026-03-26,MES,4,4084.062499999982,163.36249999999927,1021.0156249999955,100.0,2026-03,9472.098214285666
2026-03-26,MGC,2,425.0,8.5,212.5,50.0,2026-03,42737.37499999981
2026-03-26,MYM,3,2320.625,928.25,773.5416666666666,100.0,2026-03,11700.92857142854
2026-03-26,NQ,5,6170.0,617.0,1234.0,80.0,2026-03,52056.12500000003
2026-03-29,MES,2,275.0,11.0,137.5,50.0,2026-03,9747.098214285666
2026-03-29,NQ,2,447.5,44.75,223.75,50.0,2026-03,52503.62500000003
2026-03-31,MGC,1,-527.4107142857247,-10.548214285714494,-527.4107142857247,0.0,2026-03,42209.964285714086
2026-04-01,MES,2,-12.5,-0.5,-6.25,50.0,2026-04,9734.598214285666
2026-04-01,NQ,2,290.0,29.0,145.0,50.0,2026-04,52793.62500000003
2026-04-05,MES,2,262.5,10.5,131.25,50.0,2026-04,9997.098214285666
2026-04-05,MGC,2,965.0000000000092,19.300000000000185,482.5000000000046,50.0,2026-04,43174.9642857141
2026-04-05,MYM,1,-259.375,-103.75,-259.375,0.0,2026-04,11441.55357142854
2026-04-05,NQ,1,-427.7946428571522,-42.77946428571522,-427.7946428571522,0.0,2026-04,52365.83035714288
2026-04-07,NQ,2,512.5,51.25,256.25,50.0,2026-04,52878.33035714288
